kingdom,superclass,class,subclass,direct_parent,reasoning,confidence,substance_name,input_tokens,cache_creation_input_tokens,cache_read_input_tokens,output_tokens
Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Triterpenoids,Triterpene saponins,"Escin (aescin) is a complex mixture of triterpenoid saponins derived from horse chestnut (Aesculus hippocastanum), consisting of a pentacyclic triterpene aglycone (protoaescigenin or barringtogenol C) linked to oligosaccharide chains and acyl groups, classifying it as a triterpene saponin within the lipid/steroid-terpenoid hierarchy.",high,Escin,307,0,16760,176
Organic compounds,Organoheterocyclic compounds,Benzimidazoles,NA,Benzimidazoles,"This compound contains a benzimidazole core fused with a benzopyran (chromene) and pyridine ring system, along with a nitrile group and a diethylamino substituent. The central heterocyclic framework is most specifically classified as a benzimidazole derivative within the organoheterocyclic superclass.",medium,"3-(diethylamino)-7-oxo-7H-[1]benzopyrano[3',2':3,4]pyrido[1,2-a]benzimidazole-6-carbonitrile",356,0,16760,158
Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,"Dipropylmalonic acid is malonic acid with two propyl substituents on the central carbon, making it a dicarboxylic acid (two carboxylic acid groups). It falls under dicarboxylic acids and derivatives as the most specific applicable subclass.",high,Dipropylmalonic acid,311,0,16760,136
Organic compounds,Hydrocarbon derivatives,Alcohols and polyols,Tertiary alcohols,Tertiary alcohols,"2-methylbut-3-en-2-ol is an organic compound containing a hydroxyl group attached to a tertiary carbon (the central carbon bears two methyl groups and a vinyl group), classifying it as a tertiary alcohol. It is a hydrocarbon derivative due to the oxygen-containing functional group.",high,2-methylbut-3-en-2-ol,317,0,16760,122
Organic compounds,Benzenoids,Benzene and substituted derivatives,NA,Benzenesulfonic acids and derivatives,"This substance is a triarylmethane dye (related to Acid Blue 9 / Brilliant Blue FCF) containing a central sp3 carbon connecting aryl rings, ethyl and benzyl amine substituents, and multiple sulfonate groups on benzyl rings. The dominant functional groups are benzenesulfonate/sulfonic acid moieties attached to benzene rings, placing it under benzenesulfonic acids and derivatives.",medium,"Dihydrogen (ethyl)[4-[4-[ethyl(3-sulphonatobenzyl)amino](4-hydroxy-2-sulphonatobenzhydrylidene]cyclohexa-2,5-dien-1-ylidene](3-sulphonatobenzyl)ammonium, disodium salt",387,0,16760,178
Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid esters,Benzyl alcohol esters,"Adipic acid dibenzyl ester is a dicarboxylic acid ester formed from adipic acid and two benzyl alcohol moieties, making it a dicarboxylic acid ester with benzyl ester groups. The most specific applicable label from the list for benzyl-derived esters is 'Benzyl alcohol esters' (not present), so the best available is 'Fatty acid esters' — however, checking the list more carefully, 'Carboxylic acid esters' is the class and the direct parent should be 'Dicarboxylic acids and derivatives' at subclass level, with the ester being a benzyl ester.",medium,"adipic acid, dibenzyl ester",313,0,16760,223
Organic compounds,Hydrocarbons,Aromatic hydrocarbons,Polycyclic hydrocarbons,Polycyclic hydrocarbons,"Benzo[k]fluoranthene is a polycyclic aromatic hydrocarbon (PAH) consisting entirely of fused aromatic rings with no heteroatoms or substituents, classifying it as a polycyclic hydrocarbon within aromatic hydrocarbons.",high,Benzo[k]fluoranthene,313,0,16760,126
Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Hydroxamic acids,Hydroxamic acids,"N-hydroxyoctanamide is a fatty acid hydroxamic acid where the nitrogen of octanoic (caprylic) acid amide bears a hydroxyl group, making it a classic hydroxamic acid (RC(=O)NHOH). This places it under hydroxamic acids as the most specific direct parent.",high,N-hydroxyoctanamide,312,0,16760,131
Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Secondary alcohols,"This compound is a secondary alcohol (the OH group is at C3 of the hexyl chain) attached to a trimethylcyclohexyl group. It fits best as a secondary alcohol within the lipid-like/fatty alcohol category, though its terpenoid-like cyclohexyl moiety makes it borderline; the secondary alcohol direct parent is the most precise available label.",medium,"rel-1-[(1R,6S)-2,2,6-trimethylcyclohexyl]hexan-3-ol",336,0,16760,167
Organic compounds,Organosulfur compounds,Organic sulfuric acids and derivatives,Sulfuric acid esters,Azo compounds,"This substance contains a naphthalene core with an azo group (-N=N-) linking to a phenyl sulfonyl ethyl sulfate moiety, along with amino and sulfonate groups. The azo linkage is the most defining structural feature for direct parent classification, though the molecule also contains sulfonate/sulfate ester groups; 'Azo compounds' best captures the core chromophore/functional identity.",medium,disodium 4-amino-3-[(4-{[2-(sulfonatooxy)ethyl]sulfonyl}phenyl)diazenyl]naphthalene-1-sulfonate,351,0,16760,179
Organic compounds,Organohalogen compounds,Vinyl halides,Vinyl bromides,Vinyl bromides,"2-bromo-3,3,3-trifluoroprop-1-ene contains a bromine atom attached to a vinyl (C=C) carbon, classifying it as a vinyl bromide. It also contains fluorine atoms on the terminal carbon (CF3 group), but the defining halogen on the double bond is bromine.",high,"2-bromo-3,3,3-trifluoroprop-1-ene",326,0,16760,140
Inorganic compounds,Inorganic salts,Alkali metal salts,NA,Alkali metal sulfites,"Dipotassium disulphite (potassium metabisulfite, K2S2O5) is an inorganic salt formed from two potassium (alkali metal) cations and the disulfite/metabisulfite anion, which is derived from sulfurous acid and classified under alkali metal sulfites in ChemOnt.",high,Dipotassium disulphite,313,0,16760,136
Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Pyrazoles,"4-(1H-pyrazol-1-yl)piperidine hydrochloride consists of a piperidine ring substituted with a pyrazole ring at the 4-position, present as its hydrochloride salt. The pyrazole moiety is the most characteristically classified heterocyclic component, placing this compound under azoles/pyrazoles in the organoheterocyclic hierarchy.",medium,4-(1H-pyrazol-1-yl)piperidine hydrochloride,326,0,16760,157
Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Primary carboxylic acid amides,"Behenamide (docosanamide) is the primary amide of behenic acid (docosanoic acid), a 22-carbon straight-chain saturated fatty acid. It belongs to the fatty amides subclass and is specifically a primary carboxylic acid amide.",high,behenamide,308,0,16760,123
Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,4-hydroxycoumarins,4-hydroxycoumarins,"Bromadiolone contains a 4-hydroxy-2H-chromen-2-one (4-hydroxycoumarin) core, which is the defining structural feature placing it in the coumarins and derivatives class under phenylpropanoids and polyketides. The 4-hydroxycoumarin subclass is the most specific applicable label.",high,bromadiolone (ISO); 3-[3-(4′-bromobiphenyl-4-yl)-3-hydroxy-1-phenylpropyl]-4-hydroxy-2H-chromen-2-one,358,0,16760,144
Organic compounds,Organoheterocyclic compounds,Azoles,Imidazolines,Imidazolines,"Oxymetazoline is an imidazoline derivative with a 4,5-dihydroimidazole ring substituted with a 2,4-dimethyl-6-tert-butylphenol group, classifying it as an organoheterocyclic azoline compound. The imidazoline (4,5-dihydroimidazole) ring system is its defining structural feature.",high,Oxymetazoline,310,0,16760,151
Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid esters,p-Phthalate esters,"This substance is dipentyl phthalate (1,2-benzenedicarboxylic acid esterified with pentanol isomers), which is an ester of phthalic acid (1,2-benzenedicarboxylic acid). Phthalate esters fall under the direct parent category of p-Phthalate esters in ChemOnt, though technically this is an o-phthalate; however 'p-Phthalate esters' is the available label for phthalate diesters in the taxonomy.",medium,"1,2-Benzenedicarboxylic acid, dipentyl ester, branched and linear",328,0,16760,203
Organic compounds,Benzenoids,Benzene and substituted derivatives,Ketones,Aryl ketones,"Cyflumetofen is an acaricide containing a benzene ring with a trifluoromethyl group and a ketone functional group connecting aromatic and aliphatic portions; its core structure is best described as an aryl ketone (benzoylacetonitrile derivative). The compound has a benzoyl group attached to a substituted carbon, making aryl ketones the most appropriate direct parent.",medium,Cyflumetofen,310,0,16760,172
Organic compounds,Organometallic compounds,Organotransition metal compounds,NA,Organic metal salts,"This substance is the disodium salt of a manganese(II) complex with EDTA (ethylenediaminetetraacetate), where manganese is coordinated to the organic chelating ligand. It falls under organometallic/organotransition metal compounds as a metal-organic coordination complex, and most specifically as an organic metal salt (transition metal chelate with carboxylate ligands).",medium,"Disodium [[N,N'-ethylenebis[N-(carboxymethyl)glycinato]](4-)-N,N',O,O',ON,ON']manganate(2-)",353,0,16760,171
Organic compounds,Benzenoids,Naphthalenes,Naphthoquinones,Naphthoquinones,"Quinoclamine (2-amino-3-chloro-1,4-naphthoquinone) is a naphthoquinone derivative featuring a naphthalene ring system with two ketone groups at the 1 and 4 positions, an amino group at position 2, and a chloro substituent at position 3. It is best classified as a naphthoquinone within the naphthalene superstructure.",high,Quinoclamine,308,0,16760,185
NA,NA,NA,NA,NA,JSON parse error: Expecting value: line 1 column 1 (char 0),low,T001484,307,0,16760,300
Organic compounds,Organosulfur compounds,Thioamides,Thiocarbamic acid derivatives,Thiocarbamic acid esters,"Vernolate (S-propyl dipropylthiocarbamate) is a thiocarbamate herbicide where the carbonyl is linked to sulfur via an S-propyl ester and the nitrogen bears two propyl groups, making it a thiocarbamic acid ester (S-ester of a thiocarbamate).",high,vernolate (ISO); S-propyl dipropylthiocarbamate,322,0,16760,149
Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Bicyclic monoterpenoids,"This compound is a sesquiterpene-like alcohol featuring a cyclopentene ring with gem-dimethyl and methyl substituents connected to a butenol chain, consistent with a bicyclic monoterpenoid (campholenic-type) scaffold bearing an allylic alcohol. It is classified under prenol lipids as a bicyclic monoterpenoid.",medium,"2-methyl-4-(2,2,3-trimethyl-3-cyclopenten-1-yl)-2-buten-1-ol",340,0,16760,171
Organic compounds,Organoheterocyclic compounds,Benzimidazoles,NA,Benzimidazoles,"1,3-dihydro-5,6-diamino-2H-benzimidazol-2-one is a benzimidazole core with a 2-one (urea-like) moiety and two amino substituents on the benzene ring, fitting directly within the benzimidazoles class under organoheterocyclic compounds.",high,"1,3-dihydro-5,6-diamino-2H-benzimidazol-2-one",331,0,16760,134
Organic compounds,Hydrocarbon derivatives,Organonitrogen compounds,NA,Isocyanates,"4-methyl-m-phenylene diisocyanate (toluene-2,4-diisocyanate, TDI) is an aromatic organic compound bearing two isocyanate (-N=C=O) functional groups on a toluene ring, making isocyanates the most specific applicable classification. It falls under organonitrogen compounds as a hydrocarbon derivative.",high,4-methyl-m-phenylene diisocyanate,318,0,16760,166
Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,Pregnane steroids,"This substance is a pregnane-type steroid (20-carbon C21 steroid backbone with a pregn-4-en-3-one core), bearing a 17α-hydroxyl group, a 2-(hydroxymethylene) substituent, and a 20-ynyl group (ethynyl at C20), consistent with the pregnane steroid class. The most specific available ChemOnt label matching this scaffold is 'Pregnane steroids'.",high,17α-hydroxy-2-(hydroxymethylene)pregn-4-en-20-yn-3-one,331,0,16760,176
Organic compounds,Hydrocarbons,Aromatic hydrocarbons,NA,Indenes and isoindenes,"6-fluoro-2-methyl-3-(4-methylthiobenzyl)indene is an indene derivative featuring a fluorine substituent on the benzene ring, a methyl group on the five-membered ring, and a 4-(methylthio)benzyl substituent. The core scaffold is an indene (bicyclic compound with a benzene ring fused to a cyclopentadiene), placing it under Indenes and isoindenes. Note that the fluorine and thioether substituents are secondary features; the primary scaffold classification is the indene system.",medium,6-fluoro-2-methyl-3-(4-methylthiobenzyl)indene,327,0,16760,213
Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues","Amino acids, peptides, and analogues","Sodium calcium edetate is the sodium-calcium complex salt of ethylenediaminetetraacetic acid (EDTA), which is a polyaminocarboxylic acid. EDTA is best classified as an amino acid derivative (specifically a polyamino polycarboxylic acid), and as a metal chelate salt it falls under organic acids and derivatives with amino acid character.",medium,Sodium calcium edetate,310,0,16760,180
Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenol ethers,Diphenylethers,"p-Phenoxybenzoic acid consists of a benzoic acid group para-substituted with a phenoxy group, forming a diaryl ether (diphenyl ether) scaffold with a carboxylic acid substituent. The ether linkage between two phenyl rings classifies it as a diphenyl ether derivative.",high,p-phenoxybenzoic acid,313,0,16760,131
Inorganic compounds,Homogeneous non-metal compounds,Homogeneous other non-metal compounds,NA,Homogeneous other non-metal compounds,"Carbon monoxide (CO) is a simple inorganic molecule composed of carbon and oxygen, two non-metal elements, with no organic carbon framework. It falls under homogeneous non-metal compounds as a pure non-metal compound.",medium,carbon monoxide,307,0,16760,123
